Elo Rank	Player	Age	Elo		hElo Rank	hElo	cElo Rank	cElo	gElo Rank	gElo		Peak Elo	Peak Month		WTA Rank	Log diff
476	Jasmijn Gimbrere	24.7	1264.3		486	1216.0	422	1283.3	504	1263.7		1371.5	2025-08		497	-0.04
477	Emily Seibold	25.6	1262.5		485	1216.8	464	1249.1	461	1306.3		1338.0	2023-01		463	0.03
478	Pia Lovric	23.5	1262.0		419	1296.4	457	1258.2	317	1381.0		1532.9	2022-04		504	-0.05
479	Kristina Novak	25.2	1261.7		414	1298.1	501	1172.3	463	1305.8		1336.8	2025-10		698	-0.38
480	Gabriella Da Silva Fick	25.2	1261.3		473	1232.3	468	1245.7	464	1305.7		1310.4	2025-11		587	-0.20
481	Marine Szostak	23.7	1261.2		474	1230.3	454	1260.3	465	1305.6		1285.4	2025-10		574	-0.18
482	Evialina Laskevich	20.9	1260.2		467	1247.7	491	1208.5	467	1305.1		1581.0	2024-07		720	-0.40
483	Veronika Podrez	18.8	1258.6		430	1287.7	513	1148.7	468	1304.3		1268.5	2025-03		284	0.53
484	Nicole Fossa Huergo	30.4	1258.1		435	1284.0	492	1200.7	469	1304.1		1453.7	2024-12		393	0.21
485	Jiaqi Wang	23.5	1257.5		464	1252.2	476	1225.9	471	1303.7		1355.4	2025-09		487	0
486	Cristina Diaz Adrover	19.9	1255.4		500	1200.2	444	1268.7	472	1302.7		1359.0	2025-09		386	0.23
487	Hong Yi Cody Wong	23.6	1253.4		480	1222.4	459	1257.7	474	1301.7		1398.7	2025-01		615	-0.23
488	Antonia Schmidt	24.3	1252.5		466	1249.1	500	1175.9	475	1301.2		1393.6	2025-02		371	0.27
489	Jessica Bertoldo	33.0	1248.9		471	1239.4	484	1214.3	476	1299.4		1340.8	2025-05		527	-0.07
490	Sapfo Sakellaridi	22.6	1241.4		516	1121.5	470	1242.9	478	1295.7		1437.6	2023-07		397	0.21
491	Xinxin Yao	22.0	1239.3		462	1258.1	498	1184.5	479	1294.7		1539.4	2025-01		396	0.22
492	Ruien Zhang	17.4	1239.2		475	1228.5	471	1234.6	480	1294.6		1349.0	2025-04		673	-0.31
493	Ying Zhang	29.6	1237.3		476	1227.9	497	1189.2	481	1293.6		1289.7	2014-04		542	-0.09
494	Lucia Cortez Llorca	25.4	1235.8		513	1149.5	427	1279.3	482	1292.9		1483.2	2024-08		550	-0.11
495	Sofia Shapatava	36.7	1234.3		489	1209.7	475	1226.3	507	1262.5		1540.0	2014-06		381	0.26
496	Weronika Falkowska	25.4	1228.0		469	1246.3	505	1165.3	487	1289.0		1411.9	2022-11		503	-0.01
497	Ayumi Koshiishi	25.2	1223.7		488	1213.3	473	1226.9	488	1286.9		1375.8	2024-10		448	0.10
498	Victoria Hu	23.4	1222.1		490	1208.1	493	1196.2	490	1286.0		1478.5	2024-02		372	0.29
499	Eri Shimizu	27.4	1220.9		496	1205.4	477	1225.4	485	1291.6		1466.2	2024-09		406	0.21
500	Ana Candiotto	21.5	1217.9		493	1207.0	495	1195.0	492	1283.9		1274.3	2025-10		506	-0.01
501	Clara Vlasselaer	24.5	1217.7		494	1206.5	485	1212.5	493	1283.8		1335.4	2024-10		687	-0.32
502	Sarah Iliev	18.9	1216.4		499	1203.7	502	1172.2	494	1283.2		1414.8	2023-05		666	-0.28
503	Naho Sato	24.8	1208.8		504	1189.7	483	1219.4	496	1279.4		1430.8	2024-05		778	-0.44
504	Verena Meliss	28.1	1197.1		506	1184.6	511	1153.6	497	1273.6		1239.0	2025-09		539	-0.07
505	Vaishnavi Adkar	20.8	1193.3		507	1178.1	486	1211.6	498	1271.6		1215.4	2025-10		681	-0.30
506	Sakura Hosogi	25.6	1191.8		509	1175.8	496	1191.1	500	1270.9		1368.2	2022-12		314	0.48
507	Yufei Ren	19.6	1188.3		503	1190.3	506	1164.6	502	1269.2		1428.5	2024-05		498	0.02
508	Ellie Schoppe	23.9	1186.0		501	1197.1	499	1183.7	503	1268.0		1340.4	2025-09		588	-0.15
509	Lian Tran	23.2	1185.7		491	1207.9	504	1165.7	499	1271.0		1501.0	2025-02		420	0.19
510	Natalija Senic	22.8	1177.3		459	1260.4	515	1123.8	505	1263.7		1291.3	2025-03		366	0.33
511	Amina Anshba	26.1	1175.6		514	1149.3	508	1159.3	506	1262.8		1385.6	2024-09		699	-0.31
512	Katarina Jokic	27.6	1174.7		512	1152.3	507	1164.3	508	1262.3		1440.2	2022-01		309	0.50
513	Martha Matoula	28.4	1169.2		478	1223.1	503	1167.4	409	1334.6		1571.3	2022-08		388	0.28
514	Demi Tran	24.8	1168.1		487	1214.1	516	1109.8	510	1259.1		1298.0	2024-07		746	-0.37
515	Jana Otzipka	20.7	1157.2		511	1169.1	512	1152.7	512	1253.6		1280.2	2025-04		617	-0.18
516	Rinko Matsuda	20.6	1132.4		515	1125.1	514	1140.7	516	1210.7		1203.6	2025-06		526	-0.02
517	Nadiya Kolb	32.7	1079.8		517	1081.5	518	1101.7	519	1179.3		1208.9	2011-06			
518	Celia Cervino Ruiz	27.9	1065.4		519	1068.5	517	1107.6	517	1207.7		1200.0	2022-06		757	-0.38
519	Alba Rey Garcia	23.3	1062.7		518	1078.0	519	1083.1	518	1206.4		1169.0	2024-08		604	-0.15
